lead_id,perfil,origen,etapa,tiene_presupuesto,precio_match,tiene_tipo_preferido,tiene_distrito,dias_inactivo,num_seguimientos,puntuacion_lead,problema_legal,problema_precio,problema_accesibilidad,solo_explorando,convirtio,probabilidad_calculada,fecha_creacion
17220,familiar,web,contactado,0,0,1,0,11,2,0,0,0,0,0,0,0.26,2026-04-12
4271,explorador,manual,perdido,0,0,1,1,60,0,51.9,1,0,0,0,0,0.0,2026-03-20
15315,familiar,chat,negociacion,1,0,1,0,1,4,42.7,1,0,0,0,0,0.27,2026-05-29
18744,familiar,chat,negociacion,0,0,1,0,7,5,45.4,0,1,0,0,0,0.308,2026-03-06
16122,familiar,web,perdido,0,0,1,1,29,2,74.0,0,1,0,0,0,0.021,2026-05-30
7320,referido,referido,negociacion,1,1,1,0,6,3,0,0,0,0,0,1,0.65,2026-05-20
15069,familiar,web,propuesta,1,0,1,1,1,3,64.1,0,0,0,0,1,0.43,2026-04-16
3722,explorador,web,perdido,1,1,0,1,32,2,0,0,0,0,0,0,0.0,2026-04-21
12351,inversor,telegram,perdido,1,0,1,1,48,0,0,0,0,1,0,0,0.056,2026-05-20
18894,familiar,chat,perdido,1,1,1,1,15,0,60.1,0,0,0,0,0,0.09,2026-05-31
7703,referido,referido,negociacion,1,1,0,0,2,5,72.5,0,0,1,0,1,0.6,2026-04-22
9001,referido,referido,cierre,1,1,0,1,1,4,0,0,0,0,0,1,0.65,2026-06-04
959,explorador,chat,cierre,0,0,1,1,0,5,69.1,1,0,1,0,0,0.185,2026-03-30
14249,inversor,telegram,calificado,1,0,1,1,7,1,66.6,0,0,0,0,1,0.38,2026-05-10
3091,explorador,telegram,perdido,1,1,1,1,33,0,69.2,0,0,0,0,0,0.0,2026-05-05
14876,inversor,chat,cierre,1,1,1,0,0,5,0,0,0,0,0,1,0.65,2026-05-03
69,explorador,web,contactado,1,0,0,0,0,0,58.1,0,1,0,0,0,0.105,2026-05-02
15132,familiar,chat,perdido,0,0,1,1,56,0,0,1,0,0,0,0,0.006,2026-05-14
17504,familiar,web,cierre,1,1,1,1,2,6,79.7,0,0,0,0,1,0.64,2026-04-13
7835,referido,referido,contactado,1,0,1,1,14,0,0,0,1,1,0,0,0.291,2026-04-09
2591,explorador,web,contactado,0,0,0,1,6,2,36.4,0,0,1,1,0,0.039,2026-05-25
14366,inversor,chat,perdido,0,0,1,0,52,2,50.2,0,0,1,0,0,0.032,2026-04-11
6969,referido,referido,propuesta,1,1,1,0,4,2,68.1,0,0,1,0,1,0.536,2026-05-12
15353,familiar,referido,cierre,1,0,1,1,0,6,70.0,0,0,0,0,1,0.64,2026-05-18
8012,referido,referido,cierre,1,1,0,1,2,4,0,1,0,0,0,1,0.468,2026-04-04
17598,familiar,web,calificado,0,0,1,1,0,2,51.4,0,0,0,0,1,0.36,2026-03-15
9910,referido,referido,calificado,1,0,0,1,10,1,71.8,1,0,0,0,0,0.297,2026-03-31
5878,explorador,chat,perdido,0,0,0,0,39,0,0,0,1,0,0,0,0.0,2026-04-05
14014,inversor,referido,perdido,0,0,1,0,42,0,74.8,0,0,1,0,0,0.056,2026-03-10
6050,referido,referido,propuesta,1,1,1,0,3,4,0,0,0,0,0,1,0.65,2026-05-07
14178,inversor,telegram,perdido,1,0,1,0,44,2,64.1,0,0,0,0,0,0.07,2026-04-08
3115,explorador,chat,contactado,0,0,1,0,0,0,38.6,1,1,0,0,0,0.054,2026-03-25
14211,inversor,web,calificado,1,1,1,0,0,3,0,0,0,0,0,1,0.45,2026-03-11
4436,explorador,chat,contactado,0,0,1,0,9,1,35.3,0,0,1,0,0,0.08,2026-06-01
12556,inversor,referido,contactado,1,0,1,1,5,0,60.4,1,0,1,0,0,0.172,2026-03-08
3039,explorador,chat,perdido,0,0,1,0,24,0,0,1,0,1,0,0,0.0,2026-03-16
17366,familiar,chat,calificado,1,0,1,1,7,2,0,1,1,0,0,0,0.142,2026-05-11
16588,familiar,web,perdido,0,0,1,0,26,1,49.0,0,0,0,0,0,0.0,2026-04-25
11224,inversor,web,calificado,1,1,1,1,10,3,75.1,0,0,0,1,0,0.15,2026-05-11
3848,explorador,chat,calificado,1,0,0,1,7,3,42.4,0,0,1,0,0,0.168,2026-05-13
15075,familiar,chat,contactado,1,1,1,1,7,2,71.7,0,0,0,0,1,0.38,2026-04-15
2783,explorador,chat,contactado,1,0,0,0,6,1,68.8,0,0,0,1,0,0.045,2026-05-03
536,explorador,web,propuesta,0,0,0,1,6,4,52.8,0,0,0,1,0,0.084,2026-03-10
17966,familiar,referido,perdido,1,0,1,1,44,0,0,0,0,0,0,0,0.09,2026-04-02
6889,referido,referido,calificado,1,1,1,1,7,1,85.3,0,0,0,0,1,0.63,2026-03-27
12878,inversor,referido,calificado,1,1,1,0,2,2,0,1,0,0,0,0,0.275,2026-03-26
14821,inversor,web,calificado,1,0,1,1,7,2,41.5,1,0,0,0,0,0.22,2026-03-20
15261,familiar,web,contactado,1,1,1,1,2,0,85.9,1,0,0,0,0,0.209,2026-03-09
3030,explorador,chat,propuesta,1,0,0,1,2,4,68.3,0,0,0,0,0,0.29,2026-03-09
6007,referido,referido,cierre,1,0,1,1,1,7,95,0,0,1,0,1,0.65,2026-05-17
6995,referido,referido,negociacion,0,0,1,0,4,3,55.4,0,0,0,0,1,0.65,2026-04-27
11536,inversor,web,calificado,1,0,1,1,10,3,63.1,1,0,0,1,0,0.073,2026-03-11
17932,familiar,telegram,calificado,1,1,1,1,3,1,69.3,0,0,0,0,1,0.42,2026-03-23
11773,inversor,web,calificado,1,0,1,1,5,2,78.6,0,1,0,0,0,0.28,2026-03-10
16199,familiar,chat,propuesta,1,1,1,0,4,2,0,0,0,0,1,0,0.154,2026-04-19
12222,inversor,referido,calificado,1,1,1,1,1,3,0,0,0,0,0,1,0.52,2026-04-14
10126,inversor,chat,cierre,1,1,1,1,0,7,91.2,1,0,0,0,0,0.369,2026-03-20
4756,explorador,web,perdido,1,0,0,1,17,1,60.9,0,0,0,0,0,0.0,2026-06-04
11735,inversor,referido,negociacion,1,0,0,0,1,4,0,0,0,0,0,1,0.55,2026-05-19
478,explorador,web,perdido,1,0,0,1,35,0,0,0,0,0,0,0,0.0,2026-05-21
3092,explorador,chat,perdido,1,0,1,0,17,2,38.1,1,0,0,0,0,0.0,2026-03-30
15822,familiar,web,perdido,0,0,1,0,41,0,41.7,0,0,1,0,0,0.0,2026-04-08
9332,referido,referido,calificado,0,0,1,0,5,1,60.5,0,1,0,1,0,0.13,2026-04-12
7792,referido,referido,calificado,1,0,1,0,7,3,79.6,0,0,0,0,1,0.58,2026-03-25
2610,explorador,web,contactado,1,0,0,0,0,1,0,1,1,0,0,0,0.058,2026-04-18
15292,familiar,telegram,contactado,1,0,0,1,9,2,0,1,0,0,0,0,0.16,2026-04-20
1065,explorador,chat,propuesta,1,1,0,1,3,2,64.7,1,0,1,1,0,0.049,2026-05-22
9313,referido,referido,propuesta,1,1,1,0,0,2,76.8,0,0,0,0,1,0.65,2026-05-31
15099,familiar,referido,contactado,1,0,1,0,7,1,81.2,0,0,1,0,0,0.272,2026-05-16
15146,familiar,referido,negociacion,1,0,1,1,4,3,0,0,0,0,0,1,0.52,2026-04-12
15809,familiar,telegram,contactado,1,1,0,1,13,2,64.1,0,0,0,0,1,0.34,2026-03-10
3618,explorador,chat,calificado,0,0,0,0,1,2,34.8,1,0,0,1,0,0.035,2026-05-14
8560,referido,referido,calificado,1,0,1,1,5,3,76.8,0,0,0,0,1,0.6,2026-04-13
13867,inversor,chat,calificado,0,0,0,1,1,2,48.7,1,1,0,0,0,0.142,2026-05-23
16500,familiar,chat,negociacion,1,1,1,1,1,4,73.5,0,0,0,0,1,0.56,2026-03-06
7187,referido,referido,calificado,1,1,0,1,3,3,88.2,0,0,0,0,1,0.65,2026-04-10
15914,familiar,web,perdido,1,1,1,1,31,1,0,0,0,0,1,0,0.032,2026-05-15
15971,familiar,referido,contactado,1,1,0,1,9,0,0,0,0,0,0,1,0.37,2026-04-25
15109,familiar,web,cierre,1,1,1,1,0,7,70.6,0,0,0,0,1,0.64,2026-04-27
17603,familiar,chat,contactado,0,0,0,1,2,2,30.2,0,0,0,0,0,0.3,2026-05-02
8046,referido,referido,propuesta,1,0,1,1,7,3,0,0,1,0,1,0,0.157,2026-03-20
9876,referido,referido,contactado,1,0,1,0,10,0,71.9,0,0,0,0,1,0.5,2026-05-05
10631,inversor,chat,propuesta,1,0,1,0,0,2,0,1,0,0,0,0,0.242,2026-03-17
5034,explorador,web,propuesta,0,0,1,0,6,2,32.5,0,0,0,0,0,0.22,2026-03-11
2165,explorador,telegram,perdido,0,0,1,1,21,0,0,1,0,0,0,0,0.0,2026-04-02
14454,inversor,web,contactado,1,1,1,1,1,1,93.4,0,0,0,0,1,0.41,2026-04-14
16331,familiar,referido,negociacion,1,1,0,0,1,3,0,0,0,0,0,1,0.55,2026-04-21
14610,inversor,referido,propuesta,1,1,0,0,4,3,77.8,1,0,1,0,0,0.22,2026-05-01
6336,referido,referido,cierre,0,0,0,1,1,7,0,0,1,1,0,1,0.431,2026-05-21
4930,explorador,web,perdido,0,0,0,1,51,0,44.5,0,0,1,1,0,0.0,2026-03-23
13191,inversor,telegram,cierre,1,0,1,1,3,4,0,1,0,0,0,0,0.341,2026-04-18
5224,explorador,web,contactado,1,0,1,0,3,2,54.6,0,0,0,0,0,0.19,2026-05-18
3789,explorador,web,perdido,0,0,1,1,22,1,0,0,0,0,0,0,0.0,2026-05-12
9539,referido,referido,negociacion,1,0,1,0,6,4,47.3,0,1,0,0,1,0.49,2026-03-08
14667,inversor,telegram,negociacion,0,0,1,0,6,3,49.2,0,0,0,0,1,0.45,2026-04-06
11953,inversor,chat,propuesta,0,0,1,1,3,4,45.5,0,0,0,0,1,0.45,2026-04-14
2447,explorador,manual,perdido,1,1,0,0,16,0,0,1,0,0,0,0,0.0,2026-05-28
3324,explorador,manual,perdido,1,0,0,0,59,1,29.4,1,1,1,1,0,0.0,2026-04-02
10906,inversor,referido,negociacion,1,0,1,1,6,4,76.5,1,0,0,0,0,0.314,2026-04-21
12037,inversor,chat,negociacion,1,0,0,0,7,5,45.7,1,1,1,0,0,0.148,2026-03-25
8533,referido,referido,propuesta,1,1,1,1,2,4,95,0,0,0,0,1,0.65,2026-04-28
2527,explorador,web,propuesta,1,0,1,0,4,4,0,1,1,0,0,0,0.104,2026-04-28
17750,familiar,web,propuesta,1,1,1,0,1,2,78.3,0,0,0,0,1,0.46,2026-05-24
1911,explorador,manual,propuesta,1,0,0,0,6,2,30.7,0,0,1,0,0,0.184,2026-04-04
4941,explorador,web,propuesta,0,0,0,0,5,3,0,0,0,0,1,0,0.07,2026-04-27
13292,inversor,web,propuesta,0,0,1,1,5,2,0,0,0,0,0,1,0.41,2026-05-29
2147,explorador,web,perdido,0,0,0,0,27,1,32.8,0,1,0,1,0,0.0,2026-05-23
6224,referido,referido,calificado,1,0,1,1,0,3,95,0,0,0,0,1,0.62,2026-05-21
10271,inversor,referido,propuesta,1,1,1,0,1,4,0,0,0,1,0,1,0.448,2026-05-06
10952,inversor,chat,calificado,1,0,1,1,6,3,47.5,0,1,0,0,0,0.28,2026-04-23
13577,inversor,chat,propuesta,1,1,1,0,7,2,0,1,0,0,0,0,0.259,2026-03-07
3239,explorador,web,contactado,0,0,1,0,14,0,0,0,0,0,1,0,0.035,2026-03-11
9393,referido,referido,negociacion,1,1,0,1,2,5,92.1,0,0,0,0,1,0.65,2026-03-07
16599,familiar,chat,contactado,0,0,1,1,13,2,33.7,0,0,0,0,0,0.28,2026-05-08
6618,referido,referido,negociacion,1,1,1,0,1,4,0,0,0,0,0,1,0.65,2026-04-12
6904,referido,referido,negociacion,1,1,0,1,5,3,0,0,0,0,0,1,0.65,2026-05-11
15088,familiar,web,negociacion,1,1,1,1,2,3,73.3,0,0,0,0,1,0.54,2026-03-12
8669,referido,referido,cierre,1,1,1,1,0,4,81.5,0,0,0,0,1,0.65,2026-03-12
5954,explorador,web,perdido,1,0,0,0,17,0,67.0,0,1,0,1,0,0.0,2026-05-26
5522,explorador,telegram,calificado,0,0,0,0,8,3,0,0,0,0,0,0,0.14,2026-03-25
13884,inversor,referido,contactado,1,1,0,1,0,1,58.7,0,0,0,0,1,0.44,2026-05-13
5672,explorador,chat,cierre,1,1,0,0,0,6,71.4,0,0,1,0,0,0.368,2026-03-09
12930,inversor,web,contactado,1,1,1,1,3,0,51.2,0,0,0,0,0,0.41,2026-05-18
12160,inversor,web,perdido,0,0,1,1,22,1,46.0,0,0,0,1,0,0.014,2026-03-22
19961,familiar,web,contactado,1,1,1,0,13,1,0,0,0,1,0,0,0.256,2026-03-15
2201,explorador,manual,negociacion,1,1,0,1,7,5,0,0,0,0,0,0,0.38,2026-04-28
15979,familiar,referido,cierre,1,1,1,1,0,5,85.4,0,0,0,0,1,0.65,2026-03-06
14410,inversor,referido,propuesta,0,0,1,0,6,2,57.3,0,1,1,0,0,0.246,2026-03-25
17945,familiar,web,cierre,0,0,1,1,2,5,0,0,1,0,0,0,0.392,2026-03-21
10132,inversor,web,calificado,1,1,0,0,2,2,0,0,0,1,0,1,0.344,2026-06-01
17665,familiar,web,cierre,0,0,1,1,3,5,0,1,0,1,0,0,0.246,2026-06-04
18732,familiar,telegram,calificado,1,1,1,1,0,3,0,0,0,0,0,1,0.44,2026-05-02
16809,familiar,chat,contactado,1,1,1,1,7,0,0,0,0,0,0,0,0.36,2026-04-12
9406,referido,referido,calificado,1,0,1,1,2,2,0,0,0,0,0,1,0.62,2026-05-22
7999,referido,referido,cierre,1,1,1,1,0,5,0,0,0,0,0,1,0.65,2026-03-19
10734,inversor,web,calificado,1,1,1,1,0,3,0,0,0,0,0,1,0.47,2026-04-25
8231,referido,referido,negociacion,1,1,1,1,4,4,75.0,0,0,0,0,1,0.65,2026-05-13
2308,explorador,web,calificado,1,0,0,0,10,1,46.5,0,0,0,1,0,0.052,2026-03-11
12007,inversor,chat,contactado,1,1,1,0,4,0,94.6,0,0,0,0,1,0.37,2026-05-06
13397,inversor,web,contactado,1,1,1,0,7,1,63.4,0,0,1,0,0,0.296,2026-03-06
418,explorador,manual,perdido,1,1,0,1,34,2,0,0,0,0,1,0,0.0,2026-03-07
4426,explorador,web,perdido,1,0,0,0,22,2,0,0,0,0,1,0,0.0,2026-03-09
6883,referido,referido,propuesta,1,1,1,1,4,3,0,0,0,0,0,1,0.65,2026-05-16
16950,familiar,chat,cierre,1,1,1,1,2,6,59.7,0,0,0,0,1,0.64,2026-03-20
19594,familiar,web,calificado,1,1,1,0,0,2,0,0,0,0,0,0,0.42,2026-03-18
2959,explorador,telegram,calificado,0,0,1,0,1,1,0,0,0,0,0,0,0.18,2026-03-23
3216,explorador,web,cierre,0,0,0,0,1,7,0,0,1,0,0,1,0.266,2026-03-14
1501,explorador,web,contactado,1,0,0,0,5,1,0,0,0,0,0,0,0.13,2026-04-25
18540,familiar,web,cierre,1,1,1,1,1,7,44.3,1,0,0,0,0,0.352,2026-04-03
9796,referido,referido,perdido,1,1,0,0,45,2,58.9,0,0,0,0,0,0.3,2026-05-06
16779,familiar,chat,calificado,0,0,0,1,0,3,52.2,0,0,0,0,1,0.34,2026-04-26
4248,explorador,web,calificado,0,0,0,0,10,3,36.8,0,0,1,1,0,0.039,2026-04-17
14953,inversor,referido,contactado,1,1,1,0,11,1,57.7,0,0,0,0,0,0.4,2026-04-05
113,explorador,manual,contactado,1,1,0,0,1,2,0,0,0,0,0,0,0.22,2026-04-01
2853,explorador,chat,contactado,1,0,1,0,9,1,49.9,0,0,0,1,0,0.045,2026-05-18
8255,referido,referido,negociacion,1,1,1,1,4,4,63.4,0,0,0,0,1,0.65,2026-04-22
2509,explorador,web,negociacion,1,0,0,0,6,5,0,0,0,0,0,0,0.31,2026-03-17
15325,familiar,web,propuesta,1,1,1,0,4,2,0,0,0,0,0,1,0.44,2026-03-23
17414,familiar,chat,contactado,0,0,1,1,8,2,0,1,0,1,1,0,0.043,2026-03-19
9813,referido,referido,calificado,1,1,0,0,1,2,66.5,0,0,0,0,1,0.63,2026-05-01
249,explorador,web,perdido,0,0,0,0,48,1,35.0,0,1,1,0,0,0.0,2026-03-28
6605,referido,referido,contactado,1,1,0,0,11,2,53.1,0,0,0,0,1,0.55,2026-05-20
8408,referido,referido,calificado,1,1,0,1,3,2,0,0,0,1,0,1,0.52,2026-05-28
3795,explorador,web,contactado,0,0,0,0,12,0,0,0,0,0,0,0,0.08,2026-04-26
16079,familiar,referido,propuesta,1,1,1,1,3,4,83.1,0,0,0,0,1,0.55,2026-05-15
1761,explorador,telegram,contactado,0,0,0,0,11,0,0,0,0,0,0,0,0.08,2026-03-30
2907,explorador,web,contactado,1,0,1,1,13,0,55.8,0,0,0,0,0,0.15,2026-05-25
757,explorador,chat,propuesta,0,0,0,0,1,2,0,0,1,1,0,0,0.123,2026-04-03
857,explorador,chat,negociacion,0,0,1,0,2,5,0,1,0,0,1,0,0.062,2026-04-05
95,explorador,web,perdido,0,0,0,1,51,1,30.9,0,0,0,0,0,0.0,2026-03-15
1534,explorador,web,perdido,1,0,0,1,32,2,0,0,0,0,0,0,0.0,2026-06-03
7846,referido,referido,negociacion,1,1,1,1,7,5,0,0,0,1,0,1,0.616,2026-04-06
4262,explorador,chat,calificado,0,0,0,0,7,3,0,0,1,0,0,0,0.112,2026-03-17
15602,familiar,web,propuesta,1,1,0,0,0,3,0,0,0,0,0,1,0.44,2026-04-08
15129,familiar,chat,calificado,1,1,1,0,4,2,75.8,1,0,0,0,0,0.22,2026-04-20
18165,familiar,referido,propuesta,0,0,0,1,5,3,49.2,0,0,0,0,0,0.41,2026-04-29
13699,inversor,web,perdido,1,1,1,1,59,1,0,0,0,0,0,0,0.12,2026-05-29
9947,referido,referido,cierre,1,1,1,1,1,4,76.0,0,0,1,0,1,0.65,2026-04-18
14188,inversor,telegram,negociacion,1,1,0,1,6,4,75.0,0,0,0,0,1,0.55,2026-04-29
14663,inversor,telegram,negociacion,1,1,1,0,6,3,64.5,1,0,0,0,0,0.292,2026-04-11
14499,inversor,web,calificado,0,0,1,1,9,3,42.4,0,1,0,0,0,0.245,2026-04-21
12452,inversor,referido,contactado,1,1,1,0,1,0,75.7,1,0,0,0,0,0.242,2026-04-13
18014,familiar,telegram,calificado,1,1,0,1,7,3,0,0,0,0,0,1,0.4,2026-03-16
10889,inversor,chat,propuesta,1,1,0,1,2,2,0,0,0,0,0,1,0.49,2026-03-09
16518,familiar,web,calificado,0,0,0,1,3,2,53.3,1,1,0,0,0,0.131,2026-03-19
1972,explorador,web,negociacion,1,1,0,1,0,3,0,0,0,0,1,0,0.133,2026-04-30
6123,referido,referido,cierre,1,1,1,1,3,4,79.0,0,0,0,1,0,0.305,2026-05-29
3770,explorador,web,perdido,0,0,1,0,36,1,0,0,1,0,1,0,0.0,2026-05-19
2266,explorador,web,contactado,1,0,1,0,3,0,45.3,0,0,0,0,0,0.17,2026-06-01
5414,explorador,telegram,contactado,0,0,1,0,13,1,58.0,0,0,0,0,0,0.1,2026-06-02
14291,inversor,web,calificado,1,0,1,1,1,1,75.7,0,0,0,0,1,0.4,2026-04-11
855,explorador,chat,contactado,0,0,0,0,5,2,51.0,0,0,0,0,0,0.12,2026-04-25
10552,inversor,chat,contactado,1,0,1,1,1,2,64.3,0,0,0,0,0,0.38,2026-04-14
707,explorador,web,propuesta,1,0,0,0,6,2,0,0,1,0,1,0,0.056,2026-06-02
15391,familiar,web,propuesta,1,1,1,0,7,3,0,0,0,0,0,1,0.44,2026-04-28
2200,explorador,manual,perdido,0,0,0,0,60,0,49.4,0,0,0,0,0,0.0,2026-03-07
609,explorador,chat,contactado,0,0,0,0,14,0,35.1,0,0,0,0,0,0.08,2026-05-16
5268,explorador,manual,perdido,0,0,0,0,26,2,0,0,0,0,0,0,0.0,2026-05-28
10125,inversor,web,calificado,1,1,1,1,0,1,0,0,0,1,0,1,0.36,2026-05-08
11480,inversor,telegram,calificado,1,1,1,1,4,1,82.3,0,0,0,0,1,0.43,2026-04-23
1423,explorador,web,perdido,0,0,0,1,17,2,56.2,1,0,0,1,0,0.0,2026-04-07
18424,familiar,telegram,calificado,0,0,1,1,10,3,45.4,0,0,0,0,0,0.32,2026-04-17
10820,inversor,referido,calificado,1,1,1,0,8,3,0,0,0,1,0,0,0.368,2026-06-04
8699,referido,referido,perdido,1,0,1,1,44,1,0,0,0,0,0,0,0.27,2026-05-19
17050,familiar,telegram,perdido,1,1,0,1,48,2,0,0,0,0,0,0,0.09,2026-05-31
13300,inversor,referido,calificado,1,0,1,1,2,3,75.8,0,0,0,0,1,0.47,2026-05-09
18106,familiar,telegram,negociacion,0,0,1,0,5,5,28.5,0,0,0,0,1,0.44,2026-04-05
17635,familiar,web,contactado,1,0,0,1,7,1,49.8,0,1,0,0,0,0.203,2026-03-20
1963,explorador,web,propuesta,1,0,0,0,7,3,46.8,0,0,1,0,0,0.184,2026-03-06
2474,explorador,web,calificado,0,0,0,0,5,2,40.8,0,0,0,0,0,0.16,2026-04-18
19655,familiar,telegram,cierre,1,1,1,1,2,5,66.7,0,0,0,0,1,0.64,2026-05-04
12186,inversor,referido,cierre,1,1,1,1,2,5,95,1,0,0,0,0,0.396,2026-06-03
6028,referido,referido,calificado,0,0,1,1,8,3,0,0,0,0,0,1,0.55,2026-05-10
8668,referido,referido,calificado,1,1,1,0,10,3,0,0,0,1,0,1,0.488,2026-05-09
9994,referido,referido,contactado,1,1,1,1,9,1,0,1,0,0,0,0,0.314,2026-06-02
4827,explorador,web,negociacion,0,0,1,0,7,4,0,0,0,0,0,0,0.3,2026-05-21
17123,familiar,web,cierre,0,0,0,1,3,7,32.0,0,1,0,0,1,0.378,2026-04-02
3946,explorador,web,perdido,1,0,0,0,19,2,45.5,0,0,0,1,0,0.0,2026-03-07
18121,familiar,web,propuesta,1,0,1,0,2,2,0,0,0,0,0,1,0.41,2026-04-20
17233,familiar,referido,propuesta,0,0,1,1,4,4,0,0,1,0,1,0,0.11,2026-04-26
18914,familiar,chat,calificado,1,1,1,1,3,2,0,0,0,0,0,1,0.44,2026-05-12
6130,referido,referido,negociacion,1,0,1,1,1,4,78.2,0,0,1,0,1,0.592,2026-05-31
16885,familiar,telegram,negociacion,0,0,1,1,4,3,0,0,0,1,0,0,0.352,2026-03-15
12834,inversor,web,negociacion,1,0,1,1,3,4,62.7,0,0,1,0,1,0.432,2026-05-28
10076,inversor,web,perdido,1,1,1,0,33,2,0,0,0,0,0,0,0.12,2026-04-29
7482,referido,referido,cierre,1,1,0,1,1,5,71.7,0,0,0,0,1,0.65,2026-05-15
13755,inversor,telegram,propuesta,1,0,1,1,0,4,54.8,0,0,0,0,1,0.48,2026-05-24
9575,referido,referido,propuesta,1,1,1,1,0,2,95,0,0,0,0,1,0.65,2026-05-04
12999,inversor,web,calificado,1,1,1,0,2,3,50.9,1,0,0,0,0,0.247,2026-04-13
10080,inversor,web,contactado,0,0,1,1,3,0,0,0,0,0,0,0,0.33,2026-03-10
7654,referido,referido,propuesta,0,0,1,0,3,2,65.1,0,0,0,0,1,0.61,2026-03-06
16322,familiar,chat,propuesta,0,0,1,1,2,4,0,0,0,0,0,1,0.42,2026-03-17
16431,familiar,web,calificado,0,0,0,1,9,2,33.9,1,0,0,0,0,0.165,2026-05-28
5702,explorador,web,negociacion,1,1,0,0,3,3,57.0,0,0,0,0,0,0.36,2026-04-24
10122,inversor,telegram,calificado,1,1,1,0,2,2,75.7,0,0,0,0,1,0.45,2026-03-14
16130,familiar,web,contactado,0,0,0,1,6,0,44.8,0,0,0,0,0,0.26,2026-03-15
7895,referido,referido,negociacion,1,1,1,1,1,5,72.9,0,0,0,0,1,0.65,2026-05-07
12492,inversor,chat,propuesta,1,1,1,1,6,4,52.9,0,0,0,0,1,0.51,2026-05-12
11468,inversor,referido,contactado,1,0,1,1,5,2,87.2,0,0,0,0,1,0.41,2026-03-31
6734,referido,referido,cierre,1,1,1,0,2,7,0,0,0,1,0,1,0.65,2026-05-26
16697,familiar,web,calificado,1,1,0,1,0,3,48.8,0,0,1,0,0,0.336,2026-04-13
8143,referido,referido,calificado,1,1,1,1,5,1,61.6,0,0,0,0,1,0.63,2026-03-06
11070,inversor,chat,calificado,1,0,1,1,10,2,0,0,0,1,0,0,0.304,2026-05-04
6053,referido,referido,perdido,1,1,1,0,32,1,0,0,0,0,0,0,0.3,2026-03-08
17242,familiar,telegram,negociacion,0,0,1,1,6,5,35.2,1,0,0,0,0,0.253,2026-05-11
4805,explorador,manual,calificado,1,0,0,0,4,1,0,1,0,0,1,0,0.033,2026-03-30
13335,inversor,referido,propuesta,1,1,1,1,5,2,0,1,0,0,1,0,0.104,2026-05-13
10258,inversor,web,calificado,0,0,1,0,0,1,57.1,0,0,0,0,0,0.35,2026-05-03
5043,explorador,chat,perdido,0,0,0,0,43,1,35.5,0,0,0,1,0,0.0,2026-04-13
4792,explorador,web,perdido,0,0,1,0,46,1,64.4,1,0,0,0,0,0.0,2026-03-16
15799,familiar,referido,contactado,1,1,0,1,10,0,0,0,0,0,0,1,0.37,2026-03-30
7551,referido,referido,negociacion,1,0,1,1,4,3,94.7,0,0,0,1,0,0.245,2026-04-08
8757,referido,referido,propuesta,0,0,1,1,2,4,0,0,0,0,0,1,0.65,2026-03-26
5836,explorador,web,perdido,0,0,0,1,46,0,53.9,0,0,1,0,0,0.0,2026-05-19
14934,inversor,web,negociacion,1,0,0,1,6,3,64.3,0,0,0,0,1,0.48,2026-04-26
3620,explorador,web,cierre,1,1,0,0,1,5,65.1,0,0,0,0,1,0.46,2026-05-13
3914,explorador,chat,contactado,0,0,1,0,5,0,50.8,0,1,0,0,0,0.084,2026-04-04
11540,inversor,web,negociacion,1,0,1,1,0,3,0,0,0,0,0,1,0.52,2026-05-26
2786,explorador,telegram,perdido,1,1,0,0,35,0,0,0,0,0,0,0,0.0,2026-04-11
9785,referido,referido,calificado,1,1,1,1,5,1,0,0,0,1,0,1,0.504,2026-05-10
14449,inversor,web,perdido,1,1,1,0,53,0,65.4,1,0,0,0,0,0.055,2026-03-12
1210,explorador,web,contactado,0,0,0,0,12,0,11.2,0,0,0,1,0,0.028,2026-04-09
10024,inversor,chat,contactado,1,1,1,0,4,1,70.1,0,0,0,0,0,0.37,2026-05-17
10599,inversor,chat,negociacion,1,1,1,1,2,5,0,0,0,0,0,1,0.59,2026-04-09
16056,familiar,web,cierre,1,0,1,1,2,5,44.8,0,0,0,0,1,0.59,2026-05-22
16937,familiar,web,contactado,1,0,0,1,1,0,0,0,0,1,0,0,0.248,2026-04-27
13102,inversor,web,perdido,1,1,1,0,17,2,0,0,0,0,0,0,0.12,2026-04-28
9776,referido,referido,calificado,1,1,1,1,2,1,0,0,0,0,0,1,0.65,2026-04-07
18229,familiar,chat,propuesta,1,0,0,1,7,2,60.2,1,0,0,0,0,0.215,2026-05-01
8174,referido,referido,calificado,1,1,1,1,6,1,85.8,0,0,0,0,1,0.63,2026-04-09
4316,explorador,telegram,perdido,0,0,0,0,34,1,48.3,0,0,0,0,0,0.0,2026-04-18
2535,explorador,web,perdido,0,0,0,0,54,2,0,1,0,0,1,0,0.0,2026-05-27
5448,explorador,web,contactado,0,0,1,0,7,0,0,0,1,0,0,0,0.084,2026-04-17
16151,familiar,referido,propuesta,0,0,1,1,5,4,86.9,1,0,0,0,0,0.248,2026-04-27
8295,referido,referido,contactado,1,1,1,1,0,1,0,0,0,0,0,1,0.61,2026-04-24
14638,inversor,chat,perdido,1,1,1,1,23,1,66.5,0,0,0,0,0,0.12,2026-03-07
12621,inversor,chat,negociacion,1,0,1,0,2,3,50.8,0,0,0,0,1,0.5,2026-05-25
